ID_incidencia,Marca de tiempo,Status,Status viaje,Tipo incidente,Ref. Tourplan,Agencia,Proveedor,Servicio,Impacto,PAX PIDIÓ CAMBIO/CXL?,año,mes
INC_0155,2026-02-06 13:59:32,En proceso,En tránsito,Cancelación,WPFI108158,Agencia 2,P-022,Shuttle|El Chaltén / El Calafate Airport,Medio,SI,2026,February
INC_0156,2026-02-08 19:46:58,Resuelto,En tránsito,Informativo,WPFI108078,Agencia 2,Sin Informacion,Sin Informacion,Bajo,SI,2026,February
INC_0157,2026-02-09 13:57:38,Resuelto,En tránsito,Modificación,WPFI107070,Agencia 21,P-001,Trek Laguna de Los Tres - Private guide & private transport,Medio,No Informado,2026,February
INC_0158,2026-02-09 15:13:18,En proceso,En tránsito,Cancelación,WPFI110403,Agencia 11,Sin Informacion,Sin Informacion,Bajo,No Informado,2026,February
INC_0159,2026-02-09 16:39:59,En proceso,En tránsito,Informativo,WPGR110808,Agencia 3,P-009,Sin Informacion,Bajo,No Informado,2026,February
INC_0160,2026-02-09 16:52:24,En proceso,En tránsito,Cancelación,WPFI110616,Agencia 18,Sin Informacion,Sin Informacion,Medio,No Informado,2026,February
INC_0161,2026-02-10 12:48:32,Resuelto,En tránsito,Cancelación,WPFI107484,Agencia 2,P-011,Private transfer,Medio,SI,2026,February
INC_0161,2026-02-10 12:48:32,Resuelto,En tránsito,Cancelación,WPFI107484,Agencia 2,P-025,Moreno Glacier & 1h boat ride,Medio,SI,2026,February
INC_0162,2026-02-11 11:47:33,En proceso,En tránsito,Cancelación,WPFI110930,Agencia 26,P-010,Trek Laguna de Los Tres SIB,Alto,No Informado,2026,February
INC_0163,,Resuelto,En tránsito,Modificación,WPFI107367,Agencia 2,P-025,Ice trek Moreno Glacier,Medio,SI,,
INC_0164,2026-02-13 21:54:51,Pendiente,En tránsito,Informativo,WPFI106549,Agencia 2,Sin Informacion,Sin Informacion,Medio,SI,2026,February
INC_0165,2026-02-14 11:12:06,En proceso,En tránsito,Modificación,WPFI110466,Agencia 11,G-029,Trek Loma del Pliegue Tumbado,Bajo,No Informado,2026,February
INC_0166,2026-02-14 15:33:01,Resuelto,En tránsito,Informativo,WPFI110893,Agencia 5,Sin Informacion,Sin Informacion,Bajo,No Informado,2026,February
INC_0167,2026-02-15 12:09:45,En proceso,En tránsito,Cancelación,WPFI109900,Agencia 2,P-010,Transfer El Chaltén/Río Eléctrico bridge - Shared,Bajo,SI,2026,February
INC_0168,2026-02-15 15:23:14,En proceso,En tránsito,Informativo,WPFI109329,Agencia 4,Sin Informacion,Sin Informacion,Bajo,No Informado,2026,February
INC_0169,2026-02-15 18:22:55,En proceso,En tránsito,Queja,WPFI109198,Agencia 2,Sin Informacion,Sin Informacion,Medio,SI,2026,February
INC_0170,2026-02-15 20:16:48,Resuelto,En tránsito,Cancelación,WPFI109329,Agencia 4,P-001,Transfer El Chaltén/Río Eléctrico bridge - Private,Bajo,No Informado,2026,February
INC_0171,2026-02-16 14:17:45,Resuelto,En tránsito,Cancelación,WPFI110828,Agencia 11,P-010,Trek Laguna de Los Tres SIB,Bajo,No Informado,2026,February
INC_0172,2026-02-16 14:22:30,Resuelto,En tránsito,Cancelación,WPFI110310,Agencia 2,P-010,Trek Laguna de Los Tres SIB,Bajo,SI,2026,February
INC_0173,2026-02-16 15:21:59,En proceso,En tránsito,Informativo,WPFI108543,Agencia 2,Sin Informacion,Transfer Bus Station/Hotel - Private,Medio,NO,2026,February
INC_0174,2026-02-16 15:16:04,Resuelto,En tránsito,Informativo,WPFI106973,Agencia 2,P-029,Pase de dos dias,Bajo,NO,2026,February
INC_0175,2026-02-16 20:39:43,En proceso,En tránsito,Cancelación,WPFI110470,Agencia 19,Sin Informacion,Sin Informacion,Bajo,No Informado,2026,February
INC_0176,2026-02-16 23:21:12,En proceso,En tránsito,Informativo,WPFI108115,Agencia 2,Sin Informacion,Sin Informacion,Bajo,SI,2026,February
INC_0177,2026-02-18 12:45:45,En proceso,En tránsito,Cancelación,WPFI108102,Agencia 2,P-010,Trek Laguna de Los Tres SIB,Medio,SI,2026,February
INC_0178,2026-02-18 18:22:38,Resuelto,En tránsito,Cancelación,WPFI110942,Agencia 4,P-022,Shuttle,Bajo,No Informado,2026,February
INC_0179,2026-02-19 15:09:11,En proceso,En tránsito,Modificación,WPFI104426,Agencia 2,Sin Informacion,Sin Informacion,Alto,SI,2026,February
INC_0180,2026-02-19 15:26:01,En proceso,En tránsito,Modificación,WPFI107817,Agencia 2,P-011,Transfer El Calafate Airport / El Chaltén - Private,Alto,NO,2026,February
INC_0180,2026-02-19 15:26:01,En proceso,En tránsito,Modificación,WPFI107817,Agencia 2,P-002,Mountain Bike,Alto,NO,2026,February
INC_0181,2026-02-19 16:29:02,Pendiente,En tránsito,Cancelación,WPFI109845,Agencia 2,P-004,"Excursion Moreno Glacier, Boat Ride and Trek",Alto,NO,2026,February
INC_0182,2026-02-19 16:33:20,Pendiente,En tránsito,Cancelación,WPFI107527,Agencia 2,P-004,"Excursion Moreno Glacier, Boat Ride and Trek",Alto,NO,2026,February
INC_0183,2026-02-19 16:56:25,Pendiente,En tránsito,Cancelación,WPFI110758,Agencia 2,P-023,Accommodation,Alto,NO,2026,February
INC_0183,2026-02-19 16:56:25,Pendiente,En tránsito,Cancelación,WPFI110758,Agencia 2,P-022,Sin Informacion,Alto,NO,2026,February
INC_0184,2026-02-19 17:43:07,Pendiente,En tránsito,Cancelación,WPFI109198,Agencia 2,P-011,Transfer Hotel/El Calafate Airport - Private,Alto,NO,2026,February
INC_0185,2026-02-19 17:50:22,Resuelto,En tránsito,Cancelación,WPFI108543,Agencia 2,P-011,Transfer Hotel/El Calafate Airport - Private,Medio,NO,2026,February
INC_0186,2026-02-20 18:04:44,En proceso,En tránsito,Modificación,WPFI110896,Agencia 19,P-024,Upsala Glacier,Medio,No Informado,2026,February
INC_0186,2026-02-20 18:04:44,En proceso,En tránsito,Modificación,WPFI110896,Agencia 19,P-011,Private transfer,Medio,No Informado,2026,February
INC_0187,2026-02-23 12:54:09,Resuelto,En tránsito,Modificación,WPFI109922,Agencia 21,G-031,Trek Laguna de Los Tres SIB,Bajo,No Informado,2026,February
INC_0188,2026-02-23 17:32:18,En proceso,En tránsito,Queja,WPFI111254,Agencia 11,Sin Informacion,Trek Laguna Torre SIB,Alto,No Informado,2026,February
INC_0189,2026-02-24 12:37:17,En proceso,En tránsito,Cancelación,WPGR108184,Agencia 27,G-026,Trek Laguna Capri - Private guide,Medio,No Informado,2026,February
INC_0190,2026-02-25 13:00:56,Resuelto,En tránsito,Modificación,WPFI111131,Agencia 29,G-031,Trek Laguna Capri - Private guide,Bajo,No Informado,2026,February
INC_0191,2026-02-25 13:21:59,En proceso,En tránsito,Modificación,WPFI111271,Cliente Directo,P-010,Trek Laguna Capri - Private guide,Medio,No Informado,2026,February
INC_0192,2026-02-25 15:57:10,En proceso,En tránsito,Cancelación,WPFI109417,Agencia 30,Sin Informacion,Sin Informacion,Medio,No Informado,2026,February
INC_0193,2026-02-25 18:10:26,Resuelto,En tránsito,Cancelación,WPFI111009,Agencia 11,P-010,Trek Laguna de Los Tres SIB,Bajo,No Informado,2026,February
INC_0194,2026-02-27 15:09:40,En proceso,En tránsito,Informativo,WPFI110411,Agencia 31,G-011,Trek Laguna Capri - Private guide,Medio,No Informado,2026,February
INC_0195,2026-03-02 14:13:31,Pendiente,En tránsito,Cancelación,WPFI110972,Agencia 19,P-022,Shuttle|El Calafate Airport / El Chaltén Chalten,Medio,No Informado,2026,March
INC_0196,2026-03-03 15:06:32,En proceso,En tránsito,Informativo,WPFI110541,Agencia 19,P-010,Trek Laguna de Los Tres SIB,Bajo,No Informado,2026,March
INC_0197,2026-03-04 13:23:55,Resuelto,En tránsito,Cancelación,WPFI111360,Agencia 11,P-010,Trek Laguna de Los Tres SIB,Medio,No Informado,2026,March
INC_0198,2026-03-04 14:07:56,En proceso,En tránsito,Cancelación,WPFI110156,Agencia 2,G-008,Trek Laguna Torre,Bajo,SI,2026,March
INC_0199,2026-03-05 12:32:42,En proceso,En tránsito,Cancelación,WPFI110750,Agencia 2,G-008,Trek Loma del Pliegue Tumbado SIB,Medio,SI,2026,March
INC_0200,2026-03-05 12:48:06,En proceso,En tránsito,Informativo,WPFI111267,Agencia 18,G-006,Trek Laguna Torre SIB,Medio,No Informado,2026,March
INC_0201,2026-03-05 23:01:27,Pendiente,En tránsito,Queja,,Agencia 26,P-014,Day Trip Vespignani - Boat ride & private transport,Alto,No Informado,2026,March
INC_0202,2026-03-06 15:59:05,Pendiente,En tránsito,Cancelación,WPFI107900,Agencia 2,P-004,"Excursion Moreno Glacier, Boat Ride and Trek",Medio,NO,2026,March
INC_0203,2026-03-07 13:34:03,En proceso,En tránsito,Cancelación,WPFI107736,Agencia 2,P-016,Transfer El Calafate Airport / El Chaltén - Private,Alto,SI,2026,March
INC_0204,2026-03-08 11:41:59,En proceso,En tránsito,Cancelación,WPFI107736,Agencia 2,G-011,Trek Laguna Torre - Privado,Medio,SI,2026,March
INC_0205,2026-03-08 14:21:00,En proceso,En tránsito,Cancelación,WPFI103030,Agencia 2,P-022,Transfer El Calafate Bus Station / El Chaltén - Private,Alto,SI,2026,March
INC_0206,2026-03-08 15:09:46,En proceso,En tránsito,Informativo,WPFI107855,Agencia 19,Sin Informacion,Baggage Assistance - IN,Bajo,No Informado,2026,March
INC_0207,2026-03-08 20:50:05,En proceso,En tránsito,Queja,WPFI107714,Agencia 2,Sin Informacion,Sin Informacion,Alto,NO,2026,March
INC_0208,2026-03-10 18:29:29,Resuelto,En tránsito,Cancelación,WPFI108039,Agencia 4,P-001,Trek Laguna de Los Tres - Private guide & private transport,Medio,No Informado,2026,March
INC_0209,2026-03-10 22:30:42,Resuelto,En tránsito,Cancelación,WPFI109241,Agencia 2,P-022,Sin Informacion,Bajo,NO,2026,March
INC_0210,2026-03-11 13:26:34,En proceso,En tránsito,Cancelación,WPFI111176,Agencia 11,P-010,Trek Laguna de Los Tres SIB,Medio,No Informado,2026,March
INC_0211,2026-03-12 12:24:26,En proceso,En tránsito,Cancelación,WPFI111001,Agencia 21,P-010,Trek Laguna de Los Tres SIB,Medio,No Informado,2026,March
INC_0212,2026-03-12 22:37:33,Resuelto,En tránsito,Cancelación,WPFI109063,Agencia 11,Sin Informacion,Sin Informacion,Bajo,No Informado,2026,March
INC_0213,2026-03-13 23:46:20,Resuelto,En tránsito,Modificación,WPFI110269,Agencia 4,G-025,Guiada,Bajo,No Informado,2026,March
INC_0214,2026-03-15 11:56:18,Resuelto,En tránsito,Cancelación,WPFI108864,Agencia 2,P-021,Visit to the refuge - sweet crepe,Medio,SI,2026,March
INC_0215,2026-03-15 12:29:13,En proceso,En tránsito,Modificación,WPFI107241,Agencia 4,P-001,Trek Laguna de Los Tres - Private guide & private transport,Bajo,No Informado,2026,March
INC_0215,2026-03-15 12:29:13,En proceso,En tránsito,Modificación,WPFI107241,Agencia 4,G-033,Trek Laguna Torre - Privado,Bajo,No Informado,2026,March
INC_0216,2026-03-15 13:22:17,En proceso,En tránsito,Cancelación,WPFI110269,Agencia 4,P-001,Trek Laguna de Los Tres - Private guide & private transport,Alto,No Informado,2026,March
INC_0217,2026-03-16 14:47:33,En proceso,En tránsito,Modificación,WPFI107967,Agencia 2,Sin Informacion,Sin Informacion,Bajo,No Informado,2026,March
INC_0218,2026-03-16 15:10:12,Resuelto,En tránsito,Informativo,WPFI108160,Agencia 2,P-011,Sin Informacion,Bajo,SI,2026,March
INC_0219,2026-03-16 15:39:17,Resuelto,En tránsito,Informativo,WPFI111219,No Informado,Sin Informacion,Sin Informacion,Bajo,No Informado,2026,March
INC_0220,2026-03-16 16:07:41,En proceso,En tránsito,Queja,WPFI111136,Agencia 19,Sin Informacion,Sin Informacion,Alto,No Informado,2026,March
INC_0221,2026-03-16 19:16:26,En proceso,En tránsito,Informativo,WPFI111066,Agencia 12,Sin Informacion,Sin Informacion,Bajo,No Informado,2026,March
INC_0222,2026-03-17 15:26:36,En proceso,En tránsito,Cancelación,WPFI111233,Agencia 2,Sin Informacion,Sin Informacion,Bajo,SI,2026,March
INC_0223,2026-03-17 20:47:42,En proceso,En tránsito,Modificación,WPFI107967,Agencia 2,P-002,Cabalgata con almuerzo,Bajo,NO,2026,March
INC_0224,2026-03-18 15:53:09,En proceso,En tránsito,Modificación,WPFI110788,Agencia 11,P-002,Mountain Bike,Bajo,No Informado,2026,March
INC_0225,,En proceso,En tránsito,Informativo,WPFI108475,Agencia 2,Sin Informacion,Sin Informacion,Bajo,SI,,
INC_0226,2026-03-19 11:24:10,En proceso,En tránsito,Cancelación,WPFI111064,Agencia 18,P-010,Transfer El Chaltén/Río Eléctrico bridge - Shared,Bajo,No Informado,2026,March
INC_0227,2026-03-19 15:18:14,Resuelto,En tránsito,Informativo,WPFI110977,Agencia 11,Sin Informacion,Sin Informacion,Bajo,No Informado,2026,March
INC_0228,2026-03-19 22:16:52,En proceso,En tránsito,Modificación,WPFI111353,Agencia 2,P-028,Sin Informacion,Bajo,SI,2026,March
INC_0229,2026-03-20 23:01:46,En proceso,En tránsito,Modificación,WPFI107673,Agencia 2,Sin Informacion,Sin Informacion,Bajo,SI,2026,March
INC_0230,2026-03-22 20:59:53,Resuelto,En tránsito,Modificación,WPFI111578,Cliente Directo,P-010,Trek Laguna de Los Tres SIB,Bajo,No Informado,2026,March
INC_0231,2026-03-23 11:41:53,Resuelto,En tránsito,Cancelación,WPFI111555,Agencia 11,P-010,Trek Laguna de Los Tres SIB,Bajo,No Informado,2026,March
INC_0232,2026-03-23 11:59:45,Resuelto,En tránsito,Cancelación,WPFI110962,Agencia 11,P-010,Trek Laguna de Los Tres SIB,Bajo,No Informado,2026,March
INC_0233,2026-03-23 12:29:23,Pendiente,En tránsito,Cancelación,WPFI110850,Cliente Directo,P-002,Cabalgata,Medio,No Informado,2026,March
INC_0234,2026-03-23 14:42:43,Resuelto,En tránsito,Cancelación,WPFI108120,Agencia 11,P-010,Trek Laguna de Los Tres SIB,Bajo,No Informado,2026,March
INC_0235,2026-03-24 13:34:10,En proceso,En tránsito,Cancelación,WPFI111567,Agencia 5,G-035,Trek Laguna Torre,Medio,No Informado,2026,March
INC_0236,2026-03-24 13:42:16,En proceso,En tránsito,Cancelación,WPFI111098,Agencia 19,P-010,Trek Laguna de Los Tres SIB,Medio,No Informado,2026,March
INC_0237,2026-03-24 18:21:15,En proceso,En tránsito,Modificación,WPFI109942,Agencia 2,P-001,Transfer El Chaltén / El Calafate Airport,Bajo,SI,2026,March
INC_0238,2026-03-24 23:10:05,Resuelto,En tránsito,Modificación,WPGR111546,Agencia 7,P-001,Trek Laguna de Los Tres - Private guide & private transport,Bajo,No Informado,2026,March
INC_0239,2026-03-24 23:15:47,Resuelto,En tránsito,Modificación,WPFI107322,Agencia 2,P-002,Cabalgata con almuerzo,Bajo,NO,2026,March
INC_0240,2026-03-25 12:51:55,En proceso,En tránsito,Cancelación,WPFI111578,Cliente Directo,P-010,Trek Laguna de Los Tres SIB,Medio,No Informado,2026,March
INC_0241,2026-03-25 13:00:00,En proceso,En tránsito,Cancelación,WPFI104377,Agencia 2,P-010,Trek Laguna de Los Tres SIB,Medio,SI,2026,March
INC_0242,2026-03-26 16:52:17,Pendiente,En tránsito,Cancelación,WPFI110057,Agencia 2,P-027,Safari,Medio,NO,2026,March
INC_0243,2026-03-28 12:28:55,En proceso,En tránsito,Cancelación,WPFI102839,Agencia 2,P-007,Kayak Lago del Desierto,Alto,SI,2026,March
INC_0243,2026-03-28 12:28:55,En proceso,En tránsito,Cancelación,WPFI102839,Agencia 2,P-001,Private transfer,Alto,SI,2026,March
INC_0244,2026-03-28 12:52:44,En proceso,En tránsito,Informativo,,Agencia 15,Sin Informacion,Transfer Hotel/Bus Station - Private,Alto,No Informado,2026,March
INC_0245,2026-03-29 14:25:21,En proceso,En tránsito,Cancelación,WPFI111383,Agencia 19,G-008,Trek Laguna Torre SIB,Medio,No Informado,2026,March
INC_0246,2026-03-29 15:29:45,En proceso,En tránsito,Modificación,WPFI108190,Agencia 32,Sin Informacion,Sin Informacion,Medio,No Informado,2026,March
INC_0247,2026-03-29 15:47:18,En proceso,En tránsito,Queja,WPWI111706,Cliente Directo,Sin Informacion,Trek Laguna de Los Tres SIB,Alto,No Informado,2026,March
INC_0248,2026-03-30 14:41:26,Pendiente,En tránsito,Modificación,WPFI110886,Agencia 2,Sin Informacion,Trek Laguna de Los Tres - Private guide & private transport,Medio,SI,2026,March
INC_0248,2026-03-30 14:41:26,Pendiente,En tránsito,Modificación,WPFI110886,Agencia 2,Sin Informacion,Trek Laguna Torre Privado,Medio,SI,2026,March
INC_0249,2026-03-30 15:27:04,Resuelto,En tránsito,Cancelación,WPFI111481,Agencia 2,G-002,Trek Laguna Torre,Bajo,SI,2026,March
INC_0250,2026-03-30 15:40:48,En proceso,En tránsito,Cancelación,WPFI110057,Agencia 2,P-025,Ice trek Moreno Glacier,Bajo,SI,2026,March
INC_0251,2026-03-31 13:21:27,En proceso,En tránsito,Cancelación,WPFI111564,Agencia 11,P-010,Trek Laguna de Los Tres SIB,Medio,No Informado,2026,March
INC_0252,2026-03-31 13:41:16,En proceso,En tránsito,Modificación,WPFI111432,Agencia 11,P-007,Kayak Lago del Desierto con traslado privado,Medio,No Informado,2026,March
INC_0253,2026-03-31 16:35:22,En proceso,En tránsito,Cancelación,WPFI109691,Agencia 4,Sin Informacion,Sin Informacion,Medio,No Informado,2026,March
INC_0254,2026-03-31 16:54:01,En proceso,En tránsito,Cancelación,WPFI106742,Agencia 2,Sin Informacion,Sin Informacion,Medio,SI,2026,March
INC_0255,2026-03-31 16:54:18,Resuelto,Post-viaje,Cancelación,WPFI111039,Agencia 11,P-001,Transfer El Chaltén/Río Eléctrico bridge - Private,Bajo,No Informado,2026,March
INC_0256,2026-04-01 20:08:55,En proceso,En tránsito,Modificación,WPFI109057,Agencia 2,Sin Informacion,Sin Informacion,Bajo,SI,2026,April
INC_0257,2026-04-01 23:11:01,En proceso,En tránsito,Cancelación,WPFI106927,Agencia 2,Sin Informacion,Sin Informacion,Bajo,SI,2026,April
INC_0258,2026-04-02 14:15:17,En proceso,En tránsito,Modificación,WPFI106927,Agencia 2,P-001,Trek Laguna de Los Tres - Private guide & private transport,Medio,SI,2026,April
INC_0259,2026-04-02 15:07:38,En proceso,En tránsito,Cancelación,WPFI109847,Agencia 11,G-031,Trek Laguna Torre,Medio,No Informado,2026,April
INC_0260,2026-04-02 22:22:36,Resuelto,En tránsito,Modificación,WPFI107639,Agencia 2,Sin Informacion,Trek to be confirmed - Private guide,Bajo,SI,2026,April
INC_0261,2026-04-02 23:19:00,Resuelto,En tránsito,Modificación,WPFI111477,Agencia 4,P-001,Trek Laguna de Los Tres - Private guide & private transport,Bajo,No Informado,2026,April
INC_0262,2026-04-03 11:17:54,En proceso,En tránsito,Cancelación,WPFI111412,Agencia 2,P-001,Transfer El Chaltén/Río Eléctrico bridge - Private,Medio,SI,2026,April
INC_0263,2026-04-07 23:00:12,En proceso,En tránsito,Modificación,WPFI107350,Agencia 11,P-020,Kayak Rio de las Vueltas,Bajo,No Informado,2026,April
INC_0264,2026-04-09 14:50:11,En proceso,En tránsito,Informativo,WPFI110820,Agencia 28,G-020,Trek Laguna Capri - Private guide,Medio,No Informado,2026,April
INC_0265,2026-04-12 11:02:58,En proceso,En tránsito,Informativo,WPFI110681,Agencia 2,P-001,Transfer El Chaltén/El Calafate - Private,Medio,SI,2026,April
INC_0266,2026-04-12 16:08:28,En proceso,En tránsito,Modificación,WPGR111727,Agencia 7,Sin Informacion,Sin Informacion,Medio,No Informado,2026,April
INC_0267,2026-04-15 12:37:44,Resuelto,En tránsito,Modificación,WPGR111694,Agencia 33,Sin Informacion,Trek Chorrillo & Miradores - Private guide,Bajo,No Informado,2026,April
INC_0268,2026-04-18 12:01:08,En proceso,En tránsito,Queja,WPFI109140,Agencia 30,P-028,Traslado Chaltén / Calafate,Medio,No Informado,2026,April
INC_0269,2026-04-18 15:42:14,En proceso,En tránsito,Modificación,WPGR108183,Agencia 23,P-001,Sin Informacion,Bajo,No Informado,2026,April
INC_0270,2026-04-22 17:55:35,Pendiente,En tránsito,Cancelación,WPFI110440,Agencia 2,P-013,Kayak en Calafate,Bajo,NO,2026,April
INC_0271,2026-04-27 15:44:16,Resuelto,En tránsito,Modificación,WPFI111458,Cliente Directo,Sin Informacion,Trek Laguna de Los Tres,Bajo,No Informado,2026,April
INC_0272,2026-04-27 17:30:46,Resuelto,En tránsito,Modificación,WPFI110844,Agencia 11,Sin Informacion,Trek Laguna de Los Tres,Bajo,No Informado,2026,April
INC_0273,2026-05-29 12:40:21,Resuelto,Post-viaje,Queja,WPFI106622,Agencia 2,P-029,Entradas al Parque Nacional,Bajo,NO,2026,May
